x,sum_1,sum_2
1.0,0.3183099399476845,0.3183099382753651
1.01,0.3124256095857506,0.31242560791359686
1.02,0.3066914303143655,0.3066914286423773
1.03,0.30110243986953317,0.3011024381977102
1.04,0.29565387933652587,0.29565387766486856
1.05,0.2903411831475155,0.29034118147602356
1.06,0.2851599696549127,0.2851599679835861
1.07,0.2801060322424341,0.2801060305712731
1.08,0.2751753309387263,0.2751753292677306
1.09,0.270363984500981,0.27036398283015034
1.1,0.26566826293834284,0.26566826126767745
1.11,0.2610845804471154,0.26108457877661523
1.12,0.25660948873176165,0.25660948706142717
1.1300000000000001,0.25223967068756487,0.2522396690173952
1.1400000000000001,0.2479719344224988,0.24797193275249432
1.1500000000000001,0.24380320759744845,0.24380320592760912
1.1600000000000001,0.23973053206534958,0.23973053039567527
1.1700000000000002,0.23575105879116393,0.23575105712165456
1.1800000000000002,0.2318620430358387,0.23186204136649438
1.1900000000000002,0.22806083978853073,0.22806083811935152
1.2000000000000002,0.22434489943244684,0.22434489776343267
1.2100000000000002,0.22071176363060652,0.22071176196175732
1.2200000000000002,0.2171590614187565,0.21715905975007196
1.2300000000000002,0.21368450549348547,0.21368450382496576
1.2400000000000002,0.21028588868438283,0.21028588701602788
1.2500000000000002,0.20696108059978563,0.20696107893159538
1.2600000000000002,0.2037080244363392,0.20370802276831365
1.2700000000000002,0.20052473394321418,0.20052473227535364
1.2800000000000002,0.19740929053239925,0.19740928886470327
1.2900000000000003,0.1943598405270227,0.19435983885949137
1.3000000000000003,0.19137459254016215,0.19137459087279524
1.3100000000000003,0.18845181497705676,0.1884518133098546
1.3200000000000003,0.18558983365408085,0.1855898319870432
1.3300000000000003,0.1827870295282282,0.18278702786135523
1.3400000000000003,0.1800418365312454,0.18004183486453657
1.3500000000000003,0.17735273950288943,0.1773527378363454
1.3600000000000003,0.17471827221813296,0.1747182705517532
1.3700000000000003,0.17213701550341853,0.17213701383720312
1.3800000000000003,0.16960759543737733,0.16960759377132623
1.3900000000000003,0.16712868163167502,0.16712867996578837
1.4000000000000004,0.1646989855879087,0.16469898392218613
1.4100000000000004,0.16231725912670494,0.16231725746114686
1.4200000000000004,0.1599822928853981,0.1599822912200039
1.4300000000000004,0.1576929148808588,0.15769291321562903
1.4400000000000004,0.15544798913425129,0.15544798746918578
1.4500000000000004,0.15324641435466513,0.15324641268976374
1.4600000000000004,0.15108712267874239,0.1510871210140051
1.4700000000000004,0.1489690784635787,0.1489690767990054
1.4800000000000004,0.14689127713032676,0.1468912754659176
1.4900000000000004,0.14485274405606718,0.144852742391822
1.5000000000000004,0.14285253351164748,0.14285253184756608
1.5100000000000005,0.14088972764330832,0.14088972597939092
1.5200000000000005,0.13896343549603934,0.13896343383228588
1.5300000000000005,0.1370727920767096,0.13707279041312004
1.5400000000000005,0.1352169574551215,0.13521695579169576
1.5500000000000005,0.13339511590123818,0.1333951142379763
1.5600000000000005,0.13160647505692208,0.1316064733938238
1.5700000000000005,0.1298502651406072,0.12985026347767264
1.5800000000000005,0.12812573818341189,0.12812573652064102
1.5900000000000005,0.1264321672952724,0.12643216563266513
1.6000000000000005,0.12476884595975181,0.12476884429730843
1.6100000000000005,0.12313508735624554,0.12313508569396577
1.6200000000000006,0.12153022370836722,0.12153022204625102
1.6300000000000006,0.11995360565736371,0.11995360399541094
1.6400000000000006,0.11840460165946087,0.11840459999767153
1.6500000000000006,0.1168825974060983,0.1168825957444726
1.6600000000000006,0.11538699526606033,0.1153869936045981
1.6700000000000006,0.11391721374856056,0.11391721208726162
1.6800000000000006,0.1124726869863839,0.11247268532524834
1.6900000000000006,0.11105286423822851,0.11105286257725659
1.7000000000000006,0.10965720940943857,0.10965720774862978
1.7100000000000006,0.10828520059034717,0.10828519892970176
1.7200000000000006,0.10693632961149867,0.10693632795101628
1.7300000000000006,0.10561010161504132,0.10561009995472224
1.7400000000000007,0.10430603464162211,0.10430603298146626
1.7500000000000007,0.10302365923214601,0.10302365757215337
1.7600000000000007,0.10176251804378704,0.10176251638395764
1.7700000000000007,0.10052216547967407,0.10052216382000768
1.7800000000000007,0.09930216733169106,0.09930216567218764
1.7900000000000007,0.09810210043586802,0.09810209877652783
1.8000000000000007,0.09692155233985394,0.0969215506806764
1.8100000000000007,0.0957601209819889,0.0957601193229745
1.8200000000000007,0.0946174143815171,0.09461741272266552
1.8300000000000007,0.09349305033949623,0.09349304868080775
1.8400000000000007,0.09238665614998759,0.09238665449146198
1.8500000000000008,0.09129786832111939,0.0912978666627564
1.8600000000000008,0.09022633230564286,0.0902263306474428
1.8700000000000008,0.08917170224061086,0.08917170058257368
1.8800000000000008,0.08813364069582878,0.08813363903795425
1.8900000000000008,0.08711181843074026,0.08711181677302852
1.9000000000000008,0.08610591415942664,0.0861059125018774
1.9100000000000008,0.08511561432341012,0.08511561266602355
1.9200000000000008,0.08414061287196851,0.0841406112147446
1.9300000000000008,0.08318061104967671,0.08318060939261546
1.9400000000000008,0.08223531719090507,0.08223531553400637
1.9500000000000008,0.08130444652101441,0.08130444486427812
1.9600000000000009,0.08038772096400146,0.0803877193074279
1.9700000000000009,0.07948486895635655,0.07948486729994535
1.9800000000000009,0.07859562526690043,0.07859562361065144
1.9900000000000009,0.07771973082238968,0.07771972916630317
2.000000000000001,0.07685693253867384,0.07685693088274988
